SSID: Error 404 NH
Datetime: Tue Jul  8 05:30:17 AM EDT 2025
From TheBlackPearl (2600:1700:15e0:7c80:7743:da5e:88b2:f126) icmp_seq=77 Destination unreachable: Address unreachable
From TheBlackPearl (2600:1700:15e0:7c80:7743:da5e:88b2:f126) icmp_seq=78 Destination unreachable: Address unreachable
From TheBlackPearl (2600:1700:15e0:7c80:7743:da5e:88b2:f126) icmp_seq=79 Destination unreachable: Address unreachable
From TheBlackPearl (2600:1700:15e0:7c80:7743:da5e:88b2:f126) icmp_seq=80 Destination unreachable: Address unreachable
From TheBlackPearl (2600:1700:15e0:7c80:7743:da5e:88b2:f126) icmp_seq=81 Destination unreachable: Address unreachable
From TheBlackPearl (2600:1700:15e0:7c80:7743:da5e:88b2:f126) icmp_seq=82 Destination unreachable: Address unreachable
From TheBlackPearl (2600:1700:15e0:7c80:7743:da5e:88b2:f126) icmp_seq=83 Destination unreachable: Address unreachable
From TheBlackPearl (2600:1700:15e0:7c80:7743:da5e:88b2:f126) icmp_seq=84 Destination unreachable: Address unreachable
From TheBlackPearl (2600:1700:15e0:7c80:7743:da5e:88b2:f126) icmp_seq=85 Destination unreachable: Address unreachable
From TheBlackPearl (2600:1700:15e0:7c80:7743:da5e:88b2:f126) icmp_seq=86 Destination unreachable: Address unreachable
From TheBlackPearl (2600:1700:15e0:7c80:7743:da5e:88b2:f126) icmp_seq=87 Destination unreachable: Address unreachable
From TheBlackPearl (2600:1700:15e0:7c80:7743:da5e:88b2:f126) icmp_seq=88 Destination unreachable: Address unreachable
From TheBlackPearl (2600:1700:15e0:7c80:7743:da5e:88b2:f126) icmp_seq=89 Destination unreachable: Address unreachable
From TheBlackPearl (2600:1700:15e0:7c80:7743:da5e:88b2:f126) icmp_seq=90 Destination unreachable: Address unreachable
From TheBlackPearl (2600:1700:15e0:7c80:7743:da5e:88b2:f126) icmp_seq=91 Destination unreachable: Address unreachable
From TheBlackPearl (2600:1700:15e0:7c80:7743:da5e:88b2:f126) icmp_seq=92 Destination unreachable: Address unreachable
From TheBlackPearl (2600:1700:15e0:7c80:7743:da5e:88b2:f126) icmp_seq=93 Destination unreachable: Address unreachable
From TheBlackPearl (2600:1700:15e0:7c80:7743:da5e:88b2:f126) icmp_seq=94 Destination unreachable: Address unreachable
From TheBlackPearl (2600:1700:15e0:7c80:7743:da5e:88b2:f126) icmp_seq=95 Destination unreachable: Address unreachable
From TheBlackPearl (2600:1700:15e0:7c80:7743:da5e:88b2:f126) icmp_seq=96 Destination unreachable: Address unreachable
From TheBlackPearl (2600:1700:15e0:7c80:7743:da5e:88b2:f126) icmp_seq=97 Destination unreachable: Address unreachable
From TheBlackPearl (2600:1700:15e0:7c80:7743:da5e:88b2:f126) icmp_seq=98 Destination unreachable: Address unreachable
From TheBlackPearl (2600:1700:15e0:7c80:7743:da5e:88b2:f126) icmp_seq=99 Destination unreachable: Address unreachable
From TheBlackPearl (2600:1700:15e0:7c80:7743:da5e:88b2:f126) icmp_seq=100 Destination unreachable: Address unreachable

--- google.com ping statistics ---
100 packets transmitted, 0 received, +85 errors, 100% packet loss, time 101391ms

