SSID: Error 404_EXT
Datetime: Thu May 28 05:34:10 AM EDT 2026
64 bytes from 192.0.0.88: icmp_seq=57 ttl=64 time=87.8 ms
64 bytes from 192.0.0.88: icmp_seq=58 ttl=64 time=79.9 ms
64 bytes from 192.0.0.88: icmp_seq=59 ttl=64 time=60.7 ms
64 bytes from 192.0.0.88: icmp_seq=60 ttl=64 time=79.3 ms
64 bytes from 192.0.0.88: icmp_seq=61 ttl=64 time=74.4 ms
64 bytes from 192.0.0.88: icmp_seq=62 ttl=64 time=76.9 ms
64 bytes from 192.0.0.88: icmp_seq=63 ttl=64 time=91.2 ms
64 bytes from 192.0.0.88: icmp_seq=64 ttl=64 time=108 ms
64 bytes from 192.0.0.88: icmp_seq=65 ttl=64 time=93.9 ms
64 bytes from 192.0.0.88: icmp_seq=66 ttl=64 time=91.6 ms
64 bytes from 192.0.0.88: icmp_seq=67 ttl=64 time=90.1 ms
64 bytes from 192.0.0.88: icmp_seq=68 ttl=64 time=79.7 ms
64 bytes from 192.0.0.88: icmp_seq=69 ttl=64 time=109 ms
64 bytes from 192.0.0.88: icmp_seq=70 ttl=64 time=102 ms
64 bytes from 192.0.0.88: icmp_seq=71 ttl=64 time=90.5 ms
64 bytes from 192.0.0.88: icmp_seq=72 ttl=64 time=98.4 ms
64 bytes from 192.0.0.88: icmp_seq=73 ttl=64 time=106 ms
64 bytes from 192.0.0.88: icmp_seq=74 ttl=64 time=91.3 ms
64 bytes from 192.0.0.88: icmp_seq=75 ttl=64 time=74.4 ms
64 bytes from 192.0.0.88: icmp_seq=76 ttl=64 time=96.8 ms
64 bytes from 192.0.0.88: icmp_seq=77 ttl=64 time=79.1 ms
64 bytes from 192.0.0.88: icmp_seq=78 ttl=64 time=70.7 ms
64 bytes from 192.0.0.88: icmp_seq=79 ttl=64 time=89.9 ms
64 bytes from 192.0.0.88: icmp_seq=80 ttl=64 time=108 ms
64 bytes from 192.0.0.88: icmp_seq=81 ttl=64 time=71.5 ms
64 bytes from 192.0.0.88: icmp_seq=82 ttl=64 time=98.9 ms
64 bytes from 192.0.0.88: icmp_seq=83 ttl=64 time=81.0 ms
64 bytes from 192.0.0.88: icmp_seq=84 ttl=64 time=69.1 ms
64 bytes from 192.0.0.88: icmp_seq=85 ttl=64 time=87.6 ms
64 bytes from 192.0.0.88: icmp_seq=86 ttl=64 time=77.9 ms
64 bytes from 192.0.0.88: icmp_seq=87 ttl=64 time=90.7 ms
64 bytes from 192.0.0.88: icmp_seq=88 ttl=64 time=99.0 ms
64 bytes from 192.0.0.88: icmp_seq=89 ttl=64 time=100 ms
64 bytes from 192.0.0.88: icmp_seq=90 ttl=64 time=96.9 ms
64 bytes from 192.0.0.88: icmp_seq=91 ttl=64 time=77.8 ms
64 bytes from 192.0.0.88: icmp_seq=92 ttl=64 time=82.5 ms
64 bytes from 192.0.0.88: icmp_seq=93 ttl=64 time=83.5 ms
64 bytes from 192.0.0.88: icmp_seq=94 ttl=64 time=70.7 ms
64 bytes from 192.0.0.88: icmp_seq=95 ttl=64 time=100 ms
64 bytes from 192.0.0.88: icmp_seq=96 ttl=64 time=104 ms
64 bytes from 192.0.0.88: icmp_seq=97 ttl=64 time=99.0 ms
64 bytes from 192.0.0.88: icmp_seq=98 ttl=64 time=98.2 ms
64 bytes from 192.0.0.88: icmp_seq=99 ttl=64 time=86.4 ms
64 bytes from 192.0.0.88: icmp_seq=100 ttl=64 time=79.6 ms

--- google.com ping statistics ---
100 packets transmitted, 99 received, 1% packet loss, time 99042ms
rtt min/avg/max/mdev = 56.301/88.277/108.784/11.594 ms
