SSID: Error 404_EXT
Datetime: Tue Jul 15 05:34:12 AM EDT 2025
64 bytes from 192.0.0.88: icmp_seq=70 ttl=64 time=173 ms
64 bytes from 192.0.0.88: icmp_seq=71 ttl=64 time=165 ms
64 bytes from 192.0.0.88: icmp_seq=72 ttl=64 time=174 ms
64 bytes from 192.0.0.88: icmp_seq=73 ttl=64 time=186 ms
64 bytes from 192.0.0.88: icmp_seq=74 ttl=64 time=200 ms
64 bytes from 192.0.0.88: icmp_seq=75 ttl=64 time=42.9 ms
64 bytes from 192.0.0.88: icmp_seq=76 ttl=64 time=192 ms
64 bytes from 192.0.0.88: icmp_seq=77 ttl=64 time=199 ms
64 bytes from 192.0.0.88: icmp_seq=78 ttl=64 time=166 ms
64 bytes from 192.0.0.88: icmp_seq=79 ttl=64 time=183 ms
64 bytes from 192.0.0.88: icmp_seq=80 ttl=64 time=160 ms
64 bytes from 192.0.0.88: icmp_seq=81 ttl=64 time=180 ms
64 bytes from 192.0.0.88: icmp_seq=82 ttl=64 time=342 ms
64 bytes from 192.0.0.88: icmp_seq=83 ttl=64 time=158 ms
64 bytes from 192.0.0.88: icmp_seq=84 ttl=64 time=295 ms
64 bytes from 192.0.0.88: icmp_seq=85 ttl=64 time=248 ms
64 bytes from 192.0.0.88: icmp_seq=86 ttl=64 time=312 ms
64 bytes from 192.0.0.88: icmp_seq=87 ttl=64 time=289 ms
64 bytes from 192.0.0.88: icmp_seq=88 ttl=64 time=172 ms
64 bytes from 192.0.0.88: icmp_seq=89 ttl=64 time=226 ms
64 bytes from 192.0.0.88: icmp_seq=90 ttl=64 time=232 ms
64 bytes from 192.0.0.88: icmp_seq=91 ttl=64 time=242 ms
64 bytes from 192.0.0.88: icmp_seq=92 ttl=64 time=277 ms
64 bytes from 192.0.0.88: icmp_seq=93 ttl=64 time=109 ms
64 bytes from 192.0.0.88: icmp_seq=94 ttl=64 time=131 ms
64 bytes from 192.0.0.88: icmp_seq=95 ttl=64 time=176 ms
64 bytes from 192.0.0.88: icmp_seq=96 ttl=64 time=157 ms
64 bytes from 192.0.0.88: icmp_seq=97 ttl=64 time=183 ms
64 bytes from 192.0.0.88: icmp_seq=98 ttl=64 time=182 ms
64 bytes from 192.0.0.88: icmp_seq=99 ttl=64 time=202 ms
64 bytes from 192.0.0.88: icmp_seq=100 ttl=64 time=194 ms

--- google.com ping statistics ---
100 packets transmitted, 96 received, 4% packet loss, time 99142ms
rtt min/avg/max/mdev = 31.779/186.896/342.311/50.246 ms
