SSID: Error 404_EXT
Datetime: Thu May 28 05:32:13 AM EDT 2026
64 bytes from 192.0.0.88: icmp_seq=48 ttl=64 time=90.0 ms
64 bytes from 192.0.0.88: icmp_seq=49 ttl=64 time=77.7 ms
64 bytes from 192.0.0.88: icmp_seq=50 ttl=64 time=94.7 ms
64 bytes from 192.0.0.88: icmp_seq=51 ttl=64 time=92.3 ms
64 bytes from 192.0.0.88: icmp_seq=52 ttl=64 time=88.1 ms
64 bytes from 192.0.0.88: icmp_seq=53 ttl=64 time=81.6 ms
64 bytes from 192.0.0.88: icmp_seq=54 ttl=64 time=74.9 ms
64 bytes from 192.0.0.88: icmp_seq=56 ttl=64 time=94.2 ms
64 bytes from 192.0.0.88: icmp_seq=57 ttl=64 time=83.2 ms
64 bytes from 192.0.0.88: icmp_seq=58 ttl=64 time=92.4 ms
64 bytes from 192.0.0.88: icmp_seq=59 ttl=64 time=96.7 ms
64 bytes from 192.0.0.88: icmp_seq=60 ttl=64 time=90.7 ms
64 bytes from 192.0.0.88: icmp_seq=61 ttl=64 time=89.7 ms
64 bytes from 192.0.0.88: icmp_seq=62 ttl=64 time=64.9 ms
64 bytes from 192.0.0.88: icmp_seq=63 ttl=64 time=71.8 ms
64 bytes from 192.0.0.88: icmp_seq=64 ttl=64 time=84.6 ms
64 bytes from 192.0.0.88: icmp_seq=65 ttl=64 time=88.5 ms
64 bytes from 192.0.0.88: icmp_seq=66 ttl=64 time=71.0 ms
64 bytes from 192.0.0.88: icmp_seq=67 ttl=64 time=95.4 ms
64 bytes from 192.0.0.88: icmp_seq=68 ttl=64 time=83.1 ms
64 bytes from 192.0.0.88: icmp_seq=69 ttl=64 time=78.9 ms
64 bytes from 192.0.0.88: icmp_seq=70 ttl=64 time=102 ms
64 bytes from 192.0.0.88: icmp_seq=71 ttl=64 time=69.3 ms
64 bytes from 192.0.0.88: icmp_seq=72 ttl=64 time=78.8 ms
64 bytes from 192.0.0.88: icmp_seq=73 ttl=64 time=81.4 ms
64 bytes from 192.0.0.88: icmp_seq=74 ttl=64 time=76.4 ms
64 bytes from 192.0.0.88: icmp_seq=75 ttl=64 time=97.3 ms
64 bytes from 192.0.0.88: icmp_seq=76 ttl=64 time=83.4 ms
64 bytes from 192.0.0.88: icmp_seq=77 ttl=64 time=68.6 ms
64 bytes from 192.0.0.88: icmp_seq=78 ttl=64 time=74.6 ms
64 bytes from 192.0.0.88: icmp_seq=79 ttl=64 time=98.9 ms
64 bytes from 192.0.0.88: icmp_seq=80 ttl=64 time=104 ms
64 bytes from 192.0.0.88: icmp_seq=81 ttl=64 time=63.2 ms
64 bytes from 192.0.0.88: icmp_seq=82 ttl=64 time=92.6 ms
64 bytes from 192.0.0.88: icmp_seq=83 ttl=64 time=90.5 ms
64 bytes from 192.0.0.88: icmp_seq=84 ttl=64 time=98.3 ms
64 bytes from 192.0.0.88: icmp_seq=85 ttl=64 time=89.4 ms
64 bytes from 192.0.0.88: icmp_seq=86 ttl=64 time=79.5 ms
64 bytes from 192.0.0.88: icmp_seq=87 ttl=64 time=86.3 ms
64 bytes from 192.0.0.88: icmp_seq=88 ttl=64 time=77.2 ms
64 bytes from 192.0.0.88: icmp_seq=89 ttl=64 time=95.2 ms
64 bytes from 192.0.0.88: icmp_seq=90 ttl=64 time=86.9 ms
64 bytes from 192.0.0.88: icmp_seq=91 ttl=64 time=60.9 ms
64 bytes from 192.0.0.88: icmp_seq=92 ttl=64 time=89.5 ms
64 bytes from 192.0.0.88: icmp_seq=93 ttl=64 time=83.0 ms
64 bytes from 192.0.0.88: icmp_seq=94 ttl=64 time=73.8 ms
64 bytes from 192.0.0.88: icmp_seq=95 ttl=64 time=67.0 ms
64 bytes from 192.0.0.88: icmp_seq=96 ttl=64 time=77.2 ms
64 bytes from 192.0.0.88: icmp_seq=97 ttl=64 time=92.7 ms
64 bytes from 192.0.0.88: icmp_seq=98 ttl=64 time=75.0 ms
64 bytes from 192.0.0.88: icmp_seq=99 ttl=64 time=88.2 ms
64 bytes from 192.0.0.88: icmp_seq=100 ttl=64 time=97.1 ms

--- google.com ping statistics ---
100 packets transmitted, 99 received, 1% packet loss, time 98981ms
rtt min/avg/max/mdev = 55.056/84.156/103.906/10.385 ms
